COMPLETE,STOREDGRAINS,SPECIES,AUTHOR,YEAR,TITLE,JOURNAL,DOI,ABSENT.PRESENT.APRD,LOCALITY,TRUE/FALSE.APPROXIMATE LOCATION,LONG,LAT,CHEM.IRAC,CHEM.GROUP,CHEM.ACTIVE,STRAIN.TEST,STRAIN.REF,RESISTANCE,SEVERITY,METHOD,LC50.Y,LC50.UNIT,RES.RATIO,VOL.LITERS,ng.PER.IND,SLOPE,SURV.PROP,LARVAE.DENSITY,CROP.DAMAGED.PERCENT,LIFESTAGE,COLLECT.YEAR,CROP,TEMP,NOTES,CHECK.POINT,STATE,MECHANISM,COMMON.ACTIVES,point_id,REGION
NA,FALSE,Plutella xylostella,Endersby,1996,"Insecticide resistance in diamondback moth , Plutella xylostella ( L .), in southern Australia",Proceedings: The Management of Diamondback Moth and Other Crucifer Pests,NA,0,Knoxfield,TRUE,145.25,-37.883333,3A,"Pyrethroids, Pyrethrins",Permethrin,Knoxfield,Waite,1,MODERATE,RR,0.096,mg ai/ml,16,NA,NA,1.75,NA,NA,NA,Larvae,1994,Brassica vegetables,25,NA,2020_05_15,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,310,Port Phillip and Western Port
NA,FALSE,Plutella xylostella,Endersby,1996,"Insecticide resistance in diamondback moth , Plutella xylostella ( L .), in southern Australia",Proceedings: The Management of Diamondback Moth and Other Crucifer Pests,NA,0,Lang Lang,TRUE,145.566667,-38.266667,3A,"Pyrethroids, Pyrethrins",Permethrin,Lang Lang,Waite,1,LOW,RR,0.034,mg ai/ml,5.67,NA,NA,1.47,NA,NA,NA,Larvae,1994,Brassica vegetables,25,NA,2020_05_15,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,311,Port Phillip and Western Port
NA,FALSE,Plutella xylostella,Endersby,1996,"Insecticide resistance in diamondback moth , Plutella xylostella ( L .), in southern Australia",Proceedings: The Management of Diamondback Moth and Other Crucifer Pests,NA,0,Geelong,TRUE,144.35,-38.166667,3A,"Pyrethroids, Pyrethrins",Permethrin,Geelong,Waite,1,MODERATE,RR,0.498,mg ai/ml,38.3,NA,NA,1.66,NA,NA,NA,Larvae,1995,Brassica vegetables,25,NA,2020_05_15,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,312,Corangamite
NA,FALSE,Plutella xylostella,Endersby,1996,"Insecticide resistance in diamondback moth , Plutella xylostella ( L .), in southern Australia",Proceedings: The Management of Diamondback Moth and Other Crucifer Pests,NA,0,Myrtleford,TRUE,146.733333,-36.566667,3A,"Pyrethroids, Pyrethrins",Permethrin,Myrtleford,Waite,1,MODERATE,RR,0.168,mg ai/ml,12.9,NA,NA,1.55,NA,NA,NA,Larvae,1995,Brassica vegetables,25,NA,2020_05_15,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,313,North East
NA,FALSE,Plutella xylostella,Endersby,1996,"Insecticide resistance in diamondback moth , Plutella xylostella ( L .), in southern Australia",Proceedings: The Management of Diamondback Moth and Other Crucifer Pests,NA,0,Wesleyvale,TRUE,146.45,-41.2,3A,"Pyrethroids, Pyrethrins",Permethrin,Wesleyvale,Waite,1,MODERATE,RR,0.379,mg ai/ml,29.2,NA,NA,2.03,NA,NA,NA,Larvae,1995,Brassica vegetables,25,NA,2020_05_15,TAS,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,314,North West NRM Region
NA,FALSE,Plutella xylostella,Endersby,1996,"Insecticide resistance in diamondback moth , Plutella xylostella ( L .), in southern Australia",Proceedings: The Management of Diamondback Moth and Other Crucifer Pests,NA,0,Perth,TRUE,115.85,-31.95,3A,"Pyrethroids, Pyrethrins",Permethrin,Perth,Waite,1,MODERATE,RR,0.398,mg ai/ml,30.6,NA,NA,2.19,NA,NA,NA,Larvae,1995,Brassica vegetables,25,NA,2020_05_15,WA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,315,Swan Region
NA,FALSE,Plutella xylostella,Endersby,1996,"Insecticide resistance in diamondback moth , Plutella xylostella ( L .), in southern Australia",Proceedings: The Management of Diamondback Moth and Other Crucifer Pests,NA,0,Manjimup,TRUE,116.15,-34.25,3A,"Pyrethroids, Pyrethrins",Permethrin,Manjimup,Waite,1,MODERATE,RR,0.255,mg ai/ml,19.6,NA,NA,2.4,NA,NA,NA,Larvae,1995,Brassica vegetables,25,NA,2020_05_15,WA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,316,South West Region
NA,FALSE,Plutella xylostella,Endersby,1996,"Insecticide resistance in diamondback moth , Plutella xylostella ( L .), in southern Australia",Proceedings: The Management of Diamondback Moth and Other Crucifer Pests,NA,0,Tenthill,TRUE,152.25,-27.566667,3A,"Pyrethroids, Pyrethrins",Permethrin,Tenthill,Waite,1,MODERATE,RR,0.811,mg ai/ml,62.4,NA,NA,1.77,NA,NA,NA,Larvae,1996,Brassica vegetables,25,NA,2020_05_15,QLD,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,317,South East Queensland
NA,FALSE,Plutella xylostella,Endersby,1996,"Insecticide resistance in diamondback moth , Plutella xylostella ( L .), in southern Australia",Proceedings: The Management of Diamondback Moth and Other Crucifer Pests,NA,0,Forth,TRUE,146.25,-41.2,3A,"Pyrethroids, Pyrethrins",Permethrin,Forth,Waite,1,LOW,RR,0.071,mg ai/ml,5.46,NA,NA,1.79,NA,NA,NA,Larvae,1995,Brassica vegetables,25,NA,2020_05_15,TAS,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,318,North West NRM Region
NA,FALSE,Plutella xylostella,Endersby,2001,Reduced susceptibility to permethrin in diamondback moth populations from vegetable and non-vegetable hosts in southern Australia,Proceedings: The Management of Diamondback Moth and Other Crucifer Pests,NA,0,Lindenow,FALSE,147.4833,-37.8,3A,"Pyrethroids, Pyrethrins",Permethrin,Lindenow,Waite,1,NONE,RR,52.5,NA,5,NA,NA,1.57,NA,NA,NA,Eggs + Larvae + Pupae,NA,Cabbage,25,NA,2020_05_15,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,319,East Gippsland
NA,FALSE,Plutella xylostella,Endersby,2001,Reduced susceptibility to permethrin in diamondback moth populations from vegetable and non-vegetable hosts in southern Australia,Proceedings: The Management of Diamondback Moth and Other Crucifer Pests,NA,0,Bairnsdale,FALSE,147.6167,-37.8333,3A,"Pyrethroids, Pyrethrins",Permethrin,Bairnsdale,Waite,1,MODERATE,RR,125.9,NA,11.99047619,NA,NA,1.58,NA,NA,NA,Eggs + Larvae + Pupae,NA,Cabbage,25,NA,2020_05_15,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,320,East Gippsland
NA,FALSE,Plutella xylostella,Endersby,2001,Reduced susceptibility to permethrin in diamondback moth populations from vegetable and non-vegetable hosts in southern Australia,Proceedings: The Management of Diamondback Moth and Other Crucifer Pests,NA,0,Wongan Hills,FALSE,116.6994,-30.8314,3A,"Pyrethroids, Pyrethrins",Permethrin,Wongan Hills,Waite,1,LOW,RR,39.1,NA,5.077922078,NA,NA,1.58,NA,NA,NA,Eggs + Larvae + Pupae,NA,Canola,25,NA,2020_05_15,WA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,321,Avon River Basin
NA,FALSE,Plutella xylostella,Endersby,2001,Reduced susceptibility to permethrin in diamondback moth populations from vegetable and non-vegetable hosts in southern Australia,Proceedings: The Management of Diamondback Moth and Other Crucifer Pests,NA,0,Burabadji,FALSE,116.8,-31.21,3A,"Pyrethroids, Pyrethrins",Permethrin,Burabadji,Waite,1,LOW,RR,49.2,NA,6.38961039,NA,NA,1.99,NA,NA,NA,Eggs + Larvae + Pupae,NA,Canola,25,NA,2020_05_15,WA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,322,Avon River Basin
NA,FALSE,Plutella xylostella,Endersby,2001,Reduced susceptibility to permethrin in diamondback moth populations from vegetable and non-vegetable hosts in southern Australia,Proceedings: The Management of Diamondback Moth and Other Crucifer Pests,NA,0,Manjimup,FALSE,116.1437,-34.2492,3A,"Pyrethroids, Pyrethrins",Permethrin,Manjimup,Waite,1,LOW,RR,108.5,NA,5.166666667,NA,NA,1.25,NA,NA,NA,Eggs + Larvae + Pupae,NA,Cauliflower,25,NA,2020_05_15,WA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,323,South West Region
NA,FALSE,Plutella xylostella,Endersby,2001,Reduced susceptibility to permethrin in diamondback moth populations from vegetable and non-vegetable hosts in southern Australia,Proceedings: The Management of Diamondback Moth and Other Crucifer Pests,NA,0,Nairne,FALSE,138.9079,-35.0296,3A,"Pyrethroids, Pyrethrins",Permethrin,Nairne,Waite,1,MODERATE,RR,124.3,NA,10.71551724,NA,NA,1.43,NA,NA,NA,Eggs + Larvae + Pupae,NA,Sprout,25,NA,2020_05_15,SA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,324,South Australian Murray Darling Basin
NA,FALSE,Plutella xylostella,Endersby,2001,Reduced susceptibility to permethrin in diamondback moth populations from vegetable and non-vegetable hosts in southern Australia,Proceedings: The Management of Diamondback Moth and Other Crucifer Pests,NA,0,Bunbury,FALSE,115.6383,-33.321,3A,"Pyrethroids, Pyrethrins",Permethrin,Bunbury,Waite,1,LOW,RR,111.4,NA,6.630952381,NA,NA,1.99,NA,NA,NA,Eggs + Larvae + Pupae,NA,Weeds,25,NA,2020_05_15,WA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,325,South West Region
NA,FALSE,Plutella xylostella,Endersby,2001,Reduced susceptibility to permethrin in diamondback moth populations from vegetable and non-vegetable hosts in southern Australia,Proceedings: The Management of Diamondback Moth and Other Crucifer Pests,NA,0,Ballingup,FALSE,115.9844,-33.7866,3A,"Pyrethroids, Pyrethrins",Permethrin,Ballingup,Waite,1,LOW,RR,55.8,NA,6.888888889,NA,NA,1.12,NA,NA,NA,Eggs + Larvae + Pupae,NA,Weeds,25,NA,2020_05_15,WA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,326,South West Region
NA,FALSE,Plutella xylostella,Endersby,2001,Reduced susceptibility to permethrin in diamondback moth populations from vegetable and non-vegetable hosts in southern Australia,Proceedings: The Management of Diamondback Moth and Other Crucifer Pests,NA,0,Deadman's Gully,FALSE,145.6747109,-16.76401337,3A,"Pyrethroids, Pyrethrins",Permethrin,Deadman's Gully,Waite,1,LOW,RR,82.9,NA,6.851239669,NA,NA,1.49,NA,NA,NA,Eggs + Larvae + Pupae,NA,Weeds,25,NA,2020_05_15,QLD,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,327,Wet Tropics
NA,FALSE,Plutella xylostella,Endersby,2001,Reduced susceptibility to permethrin in diamondback moth populations from vegetable and non-vegetable hosts in southern Australia,Proceedings: The Management of Diamondback Moth and Other Crucifer Pests,NA,0,Woolnorth,FALSE,144.7661,-40.7618,3A,"Pyrethroids, Pyrethrins",Permethrin,Woolnorth,Waite,1,LOW,RR,43.6,NA,5.069767442,NA,NA,1.25,NA,NA,NA,Eggs + Larvae + Pupae,NA,Turnip,25,NA,2020_05_15,TAS,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,328,North West NRM Region
NA,FALSE,Plutella xylostella,Endersby,2001,Reduced susceptibility to permethrin in diamondback moth populations from vegetable and non-vegetable hosts in southern Australia,Proceedings: The Management of Diamondback Moth and Other Crucifer Pests,NA,0,Curdie Vale,FALSE,142.8293,-38.514,3A,"Pyrethroids, Pyrethrins",Permethrin,Curdie Vale,Waite,1,LOW,RR,39.3,NA,6.046153846,NA,NA,1.17,NA,NA,NA,Eggs + Larvae + Pupae,NA,Turnip,25,NA,2020_05_15,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,329,Corangamite
NA,FALSE,Myzus persicae,Herron,1993,Insecticide Resistance in Myzus Persicae (Sulzer) (Hemiptera: Aphididae) In Southeastern Australia,Australian Journal of Entomology,10.1111/j.1440-6055.1993.tb00537.x,0,Bathurst/Orange,FALSE,149.5775,-33.4193,1B,Organophosphates,Demeton-S-methyl,SH,Susceptible,1,MODERATE,RR,381,mg/L ai,14.8,NA,NA,3,NA,NA,NA,Adult,NA,Stone fruit,25,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,330,Central Tablelands
NA,FALSE,Myzus persicae,Herron,1993,Insecticide Resistance in Myzus Persicae (Sulzer) (Hemiptera: Aphididae) In Southeastern Australia,Australian Journal of Entomology,10.1111/j.1440-6055.1993.tb00537.x,0,Bathurst/Orange,FALSE,149.5775,-33.4193,1B,Organophosphates,Demeton-S-methyl,SF,Susceptible,1,MODERATE,RR,440,mg/L ai,17.1,NA,NA,2.4,NA,NA,NA,Adult,NA,Stone fruit,25,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,331,Central Tablelands
NA,FALSE,Myzus persicae,Herron,1993,Insecticide Resistance in Myzus Persicae (Sulzer) (Hemiptera: Aphididae) In Southeastern Australia,Australian Journal of Entomology,10.1111/j.1440-6055.1993.tb00537.x,0,Goulburn Valley,FALSE,145.188558,-36.732003,1B,Organophosphates,Demeton-S-methyl,IO,Susceptible,1,MODERATE,RR,490,mg/L ai,19.3,NA,NA,2,NA,NA,NA,Adult,NA,Stone fruit,25,NA,2020_05_15,VIC,NA,Chlorpyrifos; Dimethoate; Acephate,332,Goulburn Broken
NA,FALSE,Myzus persicae,Herron,1993,Insecticide Resistance in Myzus Persicae (Sulzer) (Hemiptera: Aphididae) In Southeastern Australia,Australian Journal of Entomology,10.1111/j.1440-6055.1993.tb00537.x,0,Goulburn Valley,FALSE,145.188558,-36.732003,1B,Organophosphates,Methamidophos,AF,Susceptible,1,MODERATE,RR,628,mg/L ai,24.4,NA,NA,3,NA,NA,NA,Adult,NA,Stone fruit,25,NA,2020_05_15,VIC,NA,Chlorpyrifos; Dimethoate; Acephate,333,Goulburn Broken
NA,FALSE,Myzus persicae,Herron,1993,Insecticide Resistance in Myzus Persicae (Sulzer) (Hemiptera: Aphididae) In Southeastern Australia,Australian Journal of Entomology,10.1111/j.1440-6055.1993.tb00537.x,0,Goulburn Valley,FALSE,145.188558,-36.732003,1B,Organophosphates,Demeton-S-methyl,MO,Susceptible,1,MODERATE,RR,627,mg/L ai,26.6,NA,NA,2.4,NA,NA,NA,Adult,NA,Stone fruit,25,NA,2020_05_15,VIC,NA,Chlorpyrifos; Dimethoate; Acephate,334,Goulburn Broken
NA,FALSE,Myzus persicae,Herron,1993,Insecticide Resistance in Myzus Persicae (Sulzer) (Hemiptera: Aphididae) In Southeastern Australia,Australian Journal of Entomology,10.1111/j.1440-6055.1993.tb00537.x,0,Bathurst/Orange,FALSE,149.5775,-33.4193,1B,Organophosphates,Demeton-S-methyl,SF,Susceptible,1,MODERATE,RR,685,mg/L ai,26.6,NA,NA,2.4,NA,NA,NA,Adult,NA,Stone fruit,25,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,335,Central Tablelands
NA,FALSE,Myzus persicae,Herron,1993,Insecticide Resistance in Myzus Persicae (Sulzer) (Hemiptera: Aphididae) In Southeastern Australia,Australian Journal of Entomology,10.1111/j.1440-6055.1993.tb00537.x,0,Goulburn Valley,FALSE,145.188558,-36.732003,1B,Organophosphates,Demeton-S-methyl,MO,Susceptible,1,MODERATE,RR,1027,mg/L ai,40,NA,NA,2.6,NA,NA,NA,Adult,NA,Stone fruit,25,NA,2020_05_15,VIC,NA,Chlorpyrifos; Dimethoate; Acephate,336,Goulburn Broken
NA,FALSE,Myzus persicae,Herron,1993,Insecticide Resistance in Myzus Persicae (Sulzer) (Hemiptera: Aphididae) In Southeastern Australia,Australian Journal of Entomology,10.1111/j.1440-6055.1993.tb00537.x,0,Bathurst/Orange,FALSE,149.5775,-33.4193,1A,Carbamates,Pirimicarb,SH,Susceptible,1,LOW,RR,140,mg/L ai,7.5,NA,NA,3.3,NA,NA,NA,Adult,NA,Stone fruit,25,NA,2020_05_15,NSW,NA,Methomyl; Pirimicarb; Carbaryl,337,Central Tablelands
NA,FALSE,Myzus persicae,Herron,1993,Insecticide Resistance in Myzus Persicae (Sulzer) (Hemiptera: Aphididae) In Southeastern Australia,Australian Journal of Entomology,10.1111/j.1440-6055.1993.tb00537.x,0,Bathurst/Orange,FALSE,149.5775,-33.4193,1A,Carbamates,Pirimicarb,SF,Susceptible,1,LOW,RR,174,mg/L ai,9.4,NA,NA,3.1,NA,NA,NA,Adult,NA,Stone fruit,25,NA,2020_05_15,NSW,NA,Methomyl; Pirimicarb; Carbaryl,338,Central Tablelands
NA,FALSE,Myzus persicae,Herron,1993,Insecticide Resistance in Myzus Persicae (Sulzer) (Hemiptera: Aphididae) In Southeastern Australia,Australian Journal of Entomology,10.1111/j.1440-6055.1993.tb00537.x,0,Goulburn Valley,FALSE,145.188558,-36.732003,1A,Carbamates,Pirimicarb,IO,Susceptible,1,MODERATE,RR,237,mg/L ai,12.8,NA,NA,2.1,NA,NA,NA,Adult,NA,Stone fruit,25,NA,2020_05_15,VIC,NA,Methomyl; Pirimicarb; Carbaryl,339,Goulburn Broken
NA,FALSE,Myzus persicae,Herron,1993,Insecticide Resistance in Myzus Persicae (Sulzer) (Hemiptera: Aphididae) In Southeastern Australia,Australian Journal of Entomology,10.1111/j.1440-6055.1993.tb00537.x,0,Goulburn Valley,FALSE,145.188558,-36.732003,1A,Carbamates,Pirimicarb,AF,Susceptible,1,MODERATE,RR,233,mg/L ai,12.5,NA,NA,2.9,NA,NA,NA,Adult,NA,Stone fruit,25,NA,2020_05_15,VIC,NA,Methomyl; Pirimicarb; Carbaryl,340,Goulburn Broken
NA,FALSE,Myzus persicae,Herron,1993,Insecticide Resistance in Myzus Persicae (Sulzer) (Hemiptera: Aphididae) In Southeastern Australia,Australian Journal of Entomology,10.1111/j.1440-6055.1993.tb00537.x,0,Goulburn Valley,FALSE,145.188558,-36.732003,1A,Carbamates,Pirimicarb,MO,Susceptible,1,MODERATE,RR,231,mg/L ai,12.4,NA,NA,3.8,NA,NA,NA,Adult,NA,Stone fruit,25,NA,2020_05_15,VIC,NA,Methomyl; Pirimicarb; Carbaryl,341,Goulburn Broken
NA,FALSE,Myzus persicae,Herron,1993,Insecticide Resistance in Myzus Persicae (Sulzer) (Hemiptera: Aphididae) In Southeastern Australia,Australian Journal of Entomology,10.1111/j.1440-6055.1993.tb00537.x,0,Bathurst/Orange,FALSE,149.5775,-33.4193,1A,Carbamates,Pirimicarb,SF,Susceptible,1,MODERATE,RR,324,mg/L ai,17.4,NA,NA,4.1,NA,NA,NA,Adult,NA,Stone fruit,25,NA,2020_05_15,NSW,NA,Methomyl; Pirimicarb; Carbaryl,342,Central Tablelands
NA,FALSE,Myzus persicae,Herron,1993,Insecticide Resistance in Myzus Persicae (Sulzer) (Hemiptera: Aphididae) In Southeastern Australia,Australian Journal of Entomology,10.1111/j.1440-6055.1993.tb00537.x,0,Goulburn Valley,FALSE,145.188558,-36.732003,1A,Carbamates,Pirimicarb,MO,Susceptible,1,MODERATE,RR,377,mg/L ai,20.2,NA,NA,3.1,NA,NA,NA,Adult,NA,Stone fruit,25,NA,2020_05_15,VIC,NA,Methomyl; Pirimicarb; Carbaryl,343,Goulburn Broken
NA,FALSE,Tetranychus urticae,Herron,2003,First detection of chlorfenapyr (SecureÂ®) resistance in two-spotted spider mite (Acari: Tetranychidae) from nectarines in an Australian orchard,Experimental and Applied Acarology,10.1023/b:appa.0000005112.65573.be,0,Cobram,FALSE,145.65,-35.9667,13,"Pyrroles, Dinitrophenols, Sulfluramid",Chlorfenapyr,Russell Fox Pressured,Susceptible,1,MODERATE,RR,0.54,g ai/l,30.9,NA,NA,1.1,NA,NA,NA,Adult,2001,Nectarine,28,NA,2020_05_15,VIC,NA,Chlorfenapyr; Dinocap,344,Goulburn Broken
NA,FALSE,Helicoverpa armigera,Gunning,1987,Inheritance of Resistance To Fenvalerate in Heliothis Armigera (HÃ¼bner) (Lepidoptera: Noctuidae),Australian Journal of Entomology,10.1111/j.1440-6055.1987.tb00297.x,0,Emerald,FALSE,148.1646,-23.5273,3A,"Pyrethroids, Pyrethrins",Fenvalerate,Emerald,NA,1,MODERATE,RR,1.5,ug/larva,60,NA,NA,NA,1.6,NA,NA,Eggs,NA,Cotton,25,NA,2020_05_15,QLD,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,345,Fitzroy
NA,FALSE,Helicoverpa armigera,Goodyear,1975,"Insecticide Resistance in Heliothis armigera (Hubner) (Lepidoptera: Noctuidae) in the Namoi Valley of New South Wales, Australia",Australian Journal of Entomology,10.1111/j.1440-6055.1975.tb02020.x,0,Namoi Valley,FALSE,150.8152,-30.59,3B,"DDT, Methoxychlor",DDT,Namoi Valley,Bathurst,1,HIGH,RR,1100,ug/g larva,110,NA,NA,NA,0.86,NA,NA,Eggs,1973,Cotton,NA,NA,2020_05_15,NSW,NA,Ddt; Methoxychlor,346,North West NSW
NA,FALSE,Helicoverpa armigera,Goodyear,1975,"Insecticide Resistance in Heliothis armigera (Hubner) (Lepidoptera: Noctuidae) in the Namoi Valley of New South Wales, Australia",Australian Journal of Entomology,10.1111/j.1440-6055.1975.tb02020.x,0,Namoi Valley,FALSE,150.8152,-30.59,3B,"DDT, Methoxychlor",DDT,Namoi Valley,Bathurst,1,HIGH,RR,3000,ug/g larva,300,NA,NA,NA,NA,NA,NA,Adult,1973,Cotton,NA,NA,2020_05_15,NSW,NA,Ddt; Methoxychlor,347,North West NSW
NA,FALSE,Helicoverpa armigera,Goodyear,1975,"Insecticide Resistance in Heliothis armigera (Hubner) (Lepidoptera: Noctuidae) in the Namoi Valley of New South Wales, Australia",Australian Journal of Entomology,10.1111/j.1440-6055.1975.tb02020.x,0,Namoi Valley,FALSE,150.8152,-30.59,3B,"DDT, Methoxychlor",DDT,Namoi Valley,Bathurst,1,HIGH,RR,3000,ug/g larva,300,NA,NA,NA,NA,NA,NA,Larvae,1973,Cotton,NA,NA,2020_05_15,NSW,NA,Ddt; Methoxychlor,348,North West NSW
NA,FALSE,Helicoverpa armigera,Goodyear,1975,"Insecticide Resistance in Heliothis armigera (Hubner) (Lepidoptera: Noctuidae) in the Namoi Valley of New South Wales, Australia",Australian Journal of Entomology,10.1111/j.1440-6055.1975.tb02020.x,0,Namoi Valley,FALSE,150.8152,-30.59,3B,"DDT, Methoxychlor",DDT/Chlorcam,Namoi Valley,Bathurst,1,LOW,RR,190,ug/g larva,9.047619048,NA,NA,NA,2.1,NA,NA,Eggs,1973,Cotton,NA,NA,2020_05_15,NSW,NA,Ddt; Methoxychlor,349,North West NSW
NA,FALSE,Helicoverpa armigera,Goodyear,1975,"Insecticide Resistance in Heliothis armigera (Hubner) (Lepidoptera: Noctuidae) in the Namoi Valley of New South Wales, Australia",Australian Journal of Entomology,10.1111/j.1440-6055.1975.tb02020.x,0,Namoi Valley,FALSE,150.8152,-30.59,3B,"DDT, Methoxychlor",DDT/Chlorcam,Namoi Valley,Bathurst,1,MODERATE,RR,330,ug/g larva,15.71428571,NA,NA,NA,1.8,NA,NA,Larvae,1973,Cotton,NA,NA,2020_05_15,NSW,NA,Ddt; Methoxychlor,350,North West NSW
NA,FALSE,Helicoverpa armigera,Goodyear,1975,"Insecticide Resistance in Heliothis armigera (Hubner) (Lepidoptera: Noctuidae) in the Namoi Valley of New South Wales, Australia",Australian Journal of Entomology,10.1111/j.1440-6055.1975.tb02020.x,0,Namoi Valley,FALSE,150.8152,-30.59,2A,Cyclodiene Organochlorines,Endrin,Namoi Valley,Bathurst,1,MODERATE,RR,180,ug/g larva,30,NA,NA,NA,1.4,NA,NA,Eggs,1973,Cotton,NA,NA,2020_05_15,NSW,NA,Aldrin; Chlorobenzilate; Chlordane,351,North West NSW
NA,FALSE,Helicoverpa armigera,Goodyear,1975,"Insecticide Resistance in Heliothis armigera (Hubner) (Lepidoptera: Noctuidae) in the Namoi Valley of New South Wales, Australia",Australian Journal of Entomology,10.1111/j.1440-6055.1975.tb02020.x,0,Namoi Valley,FALSE,150.8152,-30.59,1B,Organophosphates,Parathion-methyl,Namoi Valley,Bathurst,1,LOW,RR,10,ug/g larva,5.263157895,NA,NA,NA,4.4,NA,NA,Larvae,1973,Cotton,NA,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,352,North West NSW
NA,FALSE,Helicoverpa armigera,Gunning,1994,Endosulfan Resistance in Helicoverpa armigera (HÃ¼bner) (Lepidoptera: Noctuidae) in Australia,Australian Journal of Entomology,10.1111/j.1440-6055.1994.tb00906.x.,0,Emerald,FALSE,148.1646,-23.5273,2A,Cyclodiene Organochlorines,Endosulfan,Emerald,Susceptible,1,MODERATE,RR,25,ug/larva,23,NA,NA,NA,1.4,NA,NA,Larvae,1986,Cotton,25,NA,2020_05_15,QLD,NA,Aldrin; Chlorobenzilate; Chlordane,353,Fitzroy
NA,FALSE,Therioaphis trifolii,Holtkamp,1992,Insecticide Resistance in Therioaphis trifolii f. maculata (Hemiptera: Aphididae) in Australia,Journal of Economic Entomology,10.1093/jee/85.5.1576,0,Tamworth,FALSE,150.932,-31.0927,1A,Carbamates,Pirimicarb,Resistant,Susceptible,1,HIGH,RR,8079,ppm,748,NA,NA,NA,3,NA,NA,Adult,1979,Alfalfa,22,NA,2020_05_15,NSW,NA,Methomyl; Pirimicarb; Carbaryl,354,North West NSW
NA,FALSE,Therioaphis trifolii,Holtkamp,1992,Insecticide Resistance in Therioaphis trifolii f. maculata (Hemiptera: Aphididae) in Australia,Journal of Economic Entomology,10.1093/jee/85.5.1576,0,Tamworth,FALSE,150.932,-31.0927,1B,Organophosphates,Disulfoton,Resistant,Susceptible,1,MODERATE,RR,1578,ppm,48.4,NA,NA,NA,3.6,NA,NA,Adult,1979,Alfalfa,22,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,355,North West NSW
NA,FALSE,Therioaphis trifolii,Holtkamp,1992,Insecticide Resistance in Therioaphis trifolii f. maculata (Hemiptera: Aphididae) in Australia,Journal of Economic Entomology,10.1093/jee/85.5.1576,0,Tamworth,FALSE,150.932,-31.0927,1B,Organophosphates,Dimethoate,Resistant,Susceptible,1,MODERATE,RR,1300,ppm,41.9,NA,NA,NA,3.1,NA,NA,Adult,1979,Alfalfa,22,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,356,North West NSW
NA,FALSE,Therioaphis trifolii,Holtkamp,1992,Insecticide Resistance in Therioaphis trifolii f. maculata (Hemiptera: Aphididae) in Australia,Journal of Economic Entomology,10.1093/jee/85.5.1576,0,Tamworth,FALSE,150.932,-31.0927,1B,Organophosphates,Thiometon,Resistant,Susceptible,1,MODERATE,RR,384.5,ppm,25.3,NA,NA,NA,5.3,NA,NA,Adult,1979,Alfalfa,22,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,357,North West NSW
NA,FALSE,Therioaphis trifolii,Holtkamp,1992,Insecticide Resistance in Therioaphis trifolii f. maculata (Hemiptera: Aphididae) in Australia,Journal of Economic Entomology,10.1093/jee/85.5.1576,0,Tamworth,FALSE,150.932,-31.0927,1B,Organophosphates,Demeton-S-methyl,Resistant,Susceptible,1,MODERATE,RR,343.4,ppm,19.6,NA,NA,NA,5.1,NA,NA,Adult,1979,Alfalfa,22,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,358,North West NSW
